gvkey,cik,datadate,fyear,company name,curcd,Total revenue,Net income(loss),Profitability,ProfitabilityDiff,assests and liabilities other net change,assestsDiff,cash and cash equivalents incease(decrease) ,cashDiff,operating income,incomeDiff,company statement,have 2021
29191,1652535,12/31/2020,2020,ICHOR HOLDINGS LTD,USD,914.236,33.279,0.036400886,0.019119377,-0.555,-2.077,192.287,175.509,74.422,35.801,A,
30092,1652561,12/31/2019,2019,DSWISS INC,USD,0.274,-0.286,-1.04379562,,0.015,,-0.14,,-0.327,,A,
30092,1652561,12/31/2020,2020,DSWISS INC,USD,1.348,0.008,0.005934718,1.049730339,-0.123,-0.138,0.11,0.25,0.053,0.38,A,
34616,1653087,12/31/2019,2019,ALECTOR INC,USD,21.219,-105.385,-4.966539422,,-21.636,,24.171,,-109.471,,A,
34616,1653087,12/31/2020,2020,ALECTOR INC,USD,21.098,-190.228,-9.016399659,-4.049860237,-29.863,-8.227,-39.672,-63.843,-189.304,-79.833,A,
34439,1653247,12/31/2019,2019,WAITR HOLDINGS INC,USD,191.675,-291.306,-1.519791313,,-9.873,,-180.023,,-63.574,,A,
34439,1653247,12/31/2020,2020,WAITR HOLDINGS INC,USD,204.328,15.836,0.077502839,1.597294152,2.671,12.544,55.389,235.412,36.954,100.528,A,
27119,1653477,12/31/2019,2019,INGEVITY CORP,USD,1292.9,183.7,0.142083688,,6,,-13.2,,388.6,,A,
27119,1653477,12/31/2020,2020,INGEVITY CORP,USD,1216.1,181.4,0.149165365,0.007081677,-39.8,-45.8,193.8,207,387.3,-1.3,A,
29275,1653558,12/31/2019,2019,PRIORITY TECHNLGY HLDNGS INC,USD,371.854,-33.589,-0.090328462,,26.205,,16.634,,45.279,,A,
29275,1653558,12/31/2020,2020,PRIORITY TECHNLGY HLDNGS INC,USD,404.342,25.661,0.063463603,0.153792065,35.531,9.326,37.655,21.021,61.636,16.357,A,
26361,1653653,12/31/2019,2019,RED ROCK RESORTS INC,USD,1856.534,-3.351,-0.001804976,,-0.397,,14.657,,490.238,,A,
26361,1653653,12/31/2020,2020,RED ROCK RESORTS INC,USD,1182.445,-150.397,-0.12719154,-0.125386563,10.344,10.741,-7.21,-21.867,356.502,-133.736,A,
32383,1654151,12/31/2019,2019,DECIPHERA PHRMCTAL INC,USD,25,-192.256,-7.69024,,25.719,,-173.444,,-197.496,,A,
32383,1654151,12/31/2020,2020,DECIPHERA PHRMCTAL INC,USD,42.087,-266.489,-6.331860194,1.358379806,3.285,-22.434,15.577,189.021,-268.885,-71.389,A,
26343,1655075,12/31/2019,2019,ARMSTRONG FLOORING INC,USD,626.3,-58.5,-0.093405716,,-1.3,,-146.7,,3.6,,A,
26343,1655075,12/31/2020,2020,ARMSTRONG FLOORING INC,USD,584.8,-63.6,-0.10875513,-0.015349414,-7.3,-6,-13.4,133.3,-7.8,-11.4,A,
34447,1655210,12/31/2019,2019,BEYOND MEAT INC,USD,297.897,-12.443,-0.041769471,,10.551,,221.717,,12.486,,A,
34447,1655210,12/31/2020,2020,BEYOND MEAT INC,USD,406.785,-52.752,-0.129680298,-0.087910827,2.169,-8.382,-116.861,-338.578,-15.479,-27.965,A,
34077,1655759,12/31/2019,2019,ARVINAS INC,USD,42.976,-70.292,-1.635610573,,3.209,,6.021,,-49.962,,A,
34077,1655759,12/31/2020,2020,ARVINAS INC,USD,21.802,-119.332,-5.473442803,-3.83783223,-16.626,-19.835,579.162,573.141,-121.692,-71.73,A,
22460,1656472,12/31/2019,2019,CRONOS GROUP INC,CAD,30.805,1513.005,49.11556565,,-3.01,,1525.016,,-107.398,,A,
22460,1656472,12/31/2020,2020,CRONOS GROUP INC,USD,46.719,-73.137,-1.56546587,-50.68103153,-1.125,1.885,-121.67,-1646.686,-136.559,-29.161,A,
34082,1656634,12/31/2019,2019,GRITSTONE BIO INC,USD,4.365,-94.433,-21.63413517,,-5.655,,5.225,,-93.195,,A,
34082,1656634,12/31/2020,2020,GRITSTONE BIO INC,USD,4.037,-105.314,-26.08719346,-4.453058294,-4.931,0.724,112.648,107.423,-99.373,-6.178,A,
5600,1657853,12/31/2019,2019,HERTZ GLOBAL HOLDINGS INC,USD,9779,-58,-0.005931077,,-62,,-50,,3881,,A,
5600,1657853,12/31/2020,2020,HERTZ GLOBAL HOLDINGS INC,USD,5258,-1714,-0.32597946,-0.320048383,7,69,218,268,1498,-2383,A,
33723,1658247,12/31/2019,2019,CRINETICS PHARMCTCL INC,USD,1.193,-50.422,-42.26487846,,-2.829,,-4.647,,-53.945,,A,
33723,1658247,12/31/2020,2020,CRINETICS PHARMCTCL INC,USD,0.071,-73.812,-1039.605634,-997.3407553,-2.347,0.482,52.761,57.408,-74.605,-20.66,A,
26590,1659166,12/31/2019,2019,FORTIVE CORP,USD,7320,738.9,0.100942623,,146.9,,26.8,,1632.7,,A,
26590,1659166,12/31/2020,2020,FORTIVE CORP,USD,4634.4,1613.3,0.348114103,0.24717148,225.9,79,619.6,592.8,1021.8,-610.9,A,
33466,1659323,12/31/2019,2019,ITERUM THERAPEUTICS,USD,0.037,-103.13,-2787.297297,,0.479,,-39.78,,-101.869,,A,
33466,1659323,12/31/2020,2020,ITERUM THERAPEUTICS,USD,0,-52.006,,,0.863,0.384,9.925,49.705,-31.965,69.904,A,
26873,1659617,12/31/2019,2019,MOLECULIN BIOTECH INC,USD,0,-13.205,,,-2.142,,3.601,,-17.325,,A,
26873,1659617,12/31/2020,2020,MOLECULIN BIOTECH INC,USD,0,-17.355,,,-0.041,2.101,4.438,0.837,-19.542,-2.217,A,
30736,1660134,01/31/2020,2019,OKTA INC,USD,586.067,-208.913,-0.35646607,,89.058,,220.738,,-162.983,,A,
30736,1660134,01/31/2021,2020,OKTA INC,USD,835.424,-266.332,-0.318798598,0.037667472,103.626,14.568,-83.323,-304.061,-183.659,-20.676,A,
33759,1660280,12/31/2019,2019,TENABLE HOLDINGS INC,USD,354.586,-99.013,-0.279235503,,51.748,,-90.713,,-79.949,,A,
33759,1660280,12/31/2020,2020,TENABLE HOLDINGS INC,USD,440.221,-42.731,-0.097067155,0.182168348,60.819,9.071,103.798,194.511,-25.68,54.269,A,
33597,1660334,12/31/2019,2019,VERRICA PHARMACEUTICAL,USD,0,-28.207,,,-1.74,,-1.03,,-30.016,,A,
33597,1660334,12/31/2020,2020,VERRICA PHARMACEUTICAL,USD,0,-42.694,,,1.079,2.819,1.445,2.475,-40.138,-10.122,A,
263277,1660734,12/31/2019,2019,TRITON INTERNATIONAL LTD,USD,1431.262,352.687,0.246416799,,-28.552,,9.433,,1206.246,,A,
263277,1660734,12/31/2020,2020,TRITON INTERNATIONAL LTD,USD,1393.687,329.779,0.236623431,-0.009793367,-37.919,-9.367,-16.976,-26.409,1145.716,-60.53,A,
32396,1661053,12/31/2019,2019,ENVVENO MEDICAL CORPORATION,USD,0.031,-7.625,-245.9677419,,-0.318,,-0.623,,-6.963,,A,
32396,1661053,12/31/2020,2020,ENVVENO MEDICAL CORPORATION,USD,0,-9.135,,,-0.407,-0.089,7.217,7.84,-9.037,-2.074,A,
35090,1661059,12/31/2019,2019,NEXTCURE INC,USD,6.347,-33.737,-5.31542461,,-8.298,,-96.503,,-34.794,,A,
35090,1661059,12/31/2020,2020,NEXTCURE INC,USD,22.378,-36.603,-1.635668961,3.679755649,-21.471,-13.173,-2.846,93.657,-37.812,-3.018,A,
34562,1661181,12/31/2019,2019,ORGANOGENESIS HOLDINGS INC,USD,260.981,-40.454,-0.155007453,,6.087,,38.965,,-20.028,,A,
34562,1661181,12/31/2020,2020,ORGANOGENESIS HOLDINGS INC,USD,338.298,17.949,0.053056772,0.208064225,-0.639,-6.726,24.436,-14.529,36.633,56.661,A,
33240,1661998,12/31/2019,2019,HOMOLOGY MEDICINES INC,USD,1.666,-103.916,-62.37454982,,0.463,,15.056,,-103.625,,A,
33240,1661998,12/31/2020,2020,HOMOLOGY MEDICINES INC,USD,2.702,-128.694,-47.62916358,14.74538624,11.52,11.057,163.657,148.601,-122.298,-18.673,A,
32046,1662524,12/31/2019,2019,AKCEA THERAPEUTICS INC,USD,488.543,40.772,0.083456318,,-59.109,,220.412,,5.003,,A,
33557,1662684,12/31/2019,2019,KULR TECHNOLOGY GROUP,USD,0.83,-1.98,-2.385542169,,0.489,,-0.121,,-1.962,,A,
33557,1662684,12/31/2020,2020,KULR TECHNOLOGY GROUP,USD,0.624,-2.85,-4.567307692,-2.181765524,-0.691,-1.18,8.771,8.892,-2.324,-0.362,A,
35102,1662774,12/31/2019,2019,CORTEXYME INC,USD,0,-36.98,,,1.904,,26.342,,-38.98,,A,
35102,1662774,12/31/2020,2020,CORTEXYME INC,USD,0,-76.849,,,10.227,8.323,15.627,-10.715,-78.561,-39.581,A,
34266,1664106,12/31/2019,2019,LOGICBIO THERAPEUTICS INC,USD,0,-40.128,,,-1.551,,-47.177,,-40.752,,A,
34266,1664106,12/31/2020,2020,LOGICBIO THERAPEUTICS INC,USD,3.454,-32.621,-9.444412276,,-1.461,0.09,36.822,83.999,-31.036,9.716,A,
32342,1664127,12/31/2019,2019,ALTITUDE INTERNATIONAL INC,USD,0.226,-0.744,-3.292035398,,-0.073,,0.006,,-0.716,,A,
32342,1664127,12/31/2020,2020,ALTITUDE INTERNATIONAL INC,USD,0.001,-0.329,-329,-325.7079646,0.006,0.079,-0.008,-0.014,-0.262,0.454,A,
33668,1664703,12/31/2019,2019,BLOOM ENERGY CORP,USD,796.479,-306.868,-0.385280717,,26.126,,96.903,,-40.384,,A,
33668,1664703,12/31/2020,2020,BLOOM ENERGY CORP,USD,794.247,-157.553,-0.198367762,0.186912955,21.494,-4.632,39.322,-57.581,-28.506,11.878,A,
34584,1665300,12/31/2019,2019,PHUNWARE INC,USD,19.15,-12.871,-0.672114883,,0.765,,-5.982,,-11.985,,A,
34584,1665300,12/31/2020,2020,PHUNWARE INC,USD,10.001,-22.199,-2.219678032,-1.54756315,-1.984,-2.749,3.669,9.651,-12.845,-0.86,A,
32935,1666071,12/31/2019,2019,CARDLYTICS INC,USD,210.43,-17.144,-0.081471273,,25.087,,44.717,,-12.79,,A,
32935,1666071,12/31/2020,2020,CARDLYTICS INC,USD,186.892,-55.422,-0.296545599,-0.215074325,-0.135,-25.222,188.762,144.045,-42.791,-30.001,A,
28420,1666134,12/31/2019,2019,BLACKLINE INC,USD,288.976,-32.535,-0.112587204,,21.662,,74.047,,-6.968,,A,
28420,1666134,12/31/2020,2020,BLACKLINE INC,USD,351.737,-46.911,-0.133369535,-0.02078233,2.347,-19.315,247.411,173.364,5.752,12.72,A,
27014,1666138,09/30/2019,2019,ATKORE INC,USD,1916.538,139.051,0.072553218,,-29.383,,-3.247,,300.955,,A,
27014,1666138,09/30/2020,2020,ATKORE INC,USD,1765.421,152.302,0.086269507,0.013716289,-54.981,-25.598,161.056,164.303,318.31,17.355,A,
4060,1666700,12/31/2019,2019,DUPONT DE NEMOURS INC,USD,21512,498,0.02314987,,-1091,,-12445,,4854,,A,
4060,1666700,12/31/2020,2020,DUPONT DE NEMOURS INC,USD,20397,-2951,-0.144678139,-0.167828009,113,1204,7198,19643,4755,-99,A,
27318,1667313,07/31/2019,2019,ZEDGE INC,USD,8.816,-3.344,-0.379310345,,0.788,,-1.799,,-1.46,,A,
27318,1667313,07/31/2020,2020,ZEDGE INC,USD,9.47,-0.559,-0.059028511,0.320281834,1.013,0.225,3.502,5.301,1.165,2.625,A,
33696,1667633,12/31/2019,2019,FORTY SEVEN INC,USD,15.678,-87.621,-5.588786835,,-2.442,,202.977,,-88.009,,I,
27636,1668105,12/31/2019,2019,TALEND SA  -ADR,USD,247.861,-61.469,-0.24799787,,15.603,,142.971,,-50.45,,I,
27636,1668105,12/31/2020,2020,TALEND SA  -ADR,USD,287.471,-79.582,-0.276834881,-0.028837011,-21.805,-37.408,-14.22,-157.191,-62.371,-11.921,I,
31061,1668243,12/31/2019,2019,UROGEN PHARMA LTD,USD,0.018,-105.146,-5841.444444,,-1.304,,-51.36,,-109.182,,A,
31061,1668243,12/31/2020,2020,UROGEN PHARMA LTD,USD,11.799,-128.484,-10.88939741,5830.555047,1.044,2.348,3.879,55.239,-119.723,-10.541,A,
33781,1668370,12/31/2019,2019,TOUGHBUILT INDUSTRIES,USD,19.09,-4.301,-0.225301205,,-0.319,,-5.435,,-8.356,,A,
33781,1668370,12/31/2020,2020,TOUGHBUILT INDUSTRIES,USD,39.434,-17.349,-0.439950297,-0.214649092,-0.875,-0.556,2.17,7.605,-13.761,-5.405,A,
19998,1668397,12/31/2019,2019,MEDPACE HOLDINGS INC,USD,860.969,100.443,0.116662737,,30.29,,108.638,,151.252,,A,
19998,1668397,12/31/2020,2020,MEDPACE HOLDINGS INC,USD,925.925,145.384,0.157014877,0.04035214,50.153,19.863,145.846,37.208,186.57,35.318,A,
27803,1669811,12/31/2019,2019,DONNELLEY FINANCIAL SOLTNS,USD,874.7,37.6,0.042986167,,-61.3,,-30.1,,126.6,,A,
27803,1669811,12/31/2020,2020,DONNELLEY FINANCIAL SOLTNS,USD,894.5,-25.9,-0.028954723,-0.07194089,67.2,128.5,56.4,86.5,153.8,27.2,A,
27802,1669812,12/31/2019,2019,LSC COMMUNICATIONS INC,USD,3326,-295,-0.088695129,,-20,,82,,108,,I,
27333,1670541,09/30/2019,2019,ADIENT PLC,USD,16526,-491,-0.029710759,,42,,237,,482,,A,
27333,1670541,09/30/2020,2020,ADIENT PLC,USD,12670,-547,-0.043172849,-0.01346209,60,18,771,534,393,-89,A,
27333,1670541,09/30/2021,2021,ADIENT PLC,USD,13680,1108,0.080994152,0.124167001,-70,-130,-171,-942,610,217,A,3 years
27653,1670592,12/31/2019,2019,YETI HOLDINGS INC,USD,913.734,50.434,0.055195495,,-6.927,,-7.536,,120.805,,A,
27653,1670592,12/31/2020,2020,YETI HOLDINGS INC,USD,1091.721,155.801,0.14271137,0.087515876,5.46,12.387,180.768,188.304,244.768,123.963,A,
264397,1671013,12/31/2019,2019,CARDTRONICS PLC,USD,1349.405,48.274,0.035774286,,-78.203,,-77.941,,286.952,,I,
264397,1671013,12/31/2020,2020,CARDTRONICS PLC,USD,1093.999,19.144,0.017499102,-0.018275184,79.631,157.834,194.126,272.067,241.295,-45.657,I,
27338,1671584,12/31/2019,2019,APTEVO THERAPEUTICS INC,USD,32.424,-40.448,-1.247471009,,3.939,,-18.137,,-40.361,,A,
27338,1671584,12/31/2020,2020,APTEVO THERAPEUTICS INC,USD,4.309,-17.75,-4.119285217,-2.871814208,-0.037,-3.976,22.588,40.725,-26.188,14.173,A,
27885,1671933,12/31/2019,2019,TRADE DESK INC,USD,661.058,108.318,0.163855516,,-23.094,,-76.356,,132.596,,A,
27885,1671933,12/31/2020,2020,TRADE DESK INC,USD,836.033,242.317,0.28984143,0.125985913,-48.304,-25.21,306.477,382.833,171.208,38.612,A,
27575,1672013,12/31/2019,2019,ACUSHNET HOLDINGS CORP,USD,1681.357,121.07,0.072007313,,-16.091,,3.17,,228.185,,A,
27575,1672013,12/31/2020,2020,ACUSHNET HOLDINGS CORP,USD,1612.169,96.006,0.059550829,-0.012456484,23.256,39.347,117.268,114.098,204.091,-24.094,A,
31099,1672909,12/31/2019,2019,CANTERBURY PARK HOLDING CORP,USD,59.227,2.718,0.045891232,,0.924,,-7.277,,6.367,,A,
31099,1672909,12/31/2020,2020,CANTERBURY PARK HOLDING CORP,USD,33.14,1.062,0.032045866,-0.013845366,-3.207,-4.131,0.545,7.822,1.02,-5.347,A,
35429,1673772,12/31/2019,2019,RAPT THERAPEUTICS INC,USD,0,-42.997,,,3.397,,13.585,,-42.299,,A,
35429,1673772,12/31/2020,2020,RAPT THERAPEUTICS INC,USD,5.042,-52.892,-10.49028163,,2.344,-1.053,-52.465,-66.05,-52.091,-9.792,A,
28070,1673985,12/31/2019,2019,ADVANSIX INC,USD,1301.093,41.347,0.031778666,,-4.431,,-2.758,,136.241,,A,
28070,1673985,12/31/2020,2020,ADVANSIX INC,USD,1157.917,46.077,0.039793008,0.008014342,-4.014,0.417,3.556,6.314,120.118,-16.123,A,
36175,1674101,12/31/2020,2020,VERTIV HOLDINGS CO,USD,4370.6,-327.3,-0.074886743,,92.5,,308.9,,569.2,,A,
27393,1674168,12/31/2019,2019,HILTON GRAND VACATIONS,USD,1838,216,0.117519042,,-96,,-28,,378,,A,
27393,1674168,12/31/2020,2020,HILTON GRAND VACATIONS,USD,921,-201,-0.218241042,-0.335760085,-25,71,374,402,55,-323,A,
34766,1674227,12/31/2019,2019,SCWORX CORP,USD,5.548,-11.313,-2.039113194,,0.211,,0.411,,-11.739,,A,
34766,1674227,12/31/2020,2020,SCWORX CORP,USD,5.213,-7.402,-1.419911759,0.619201435,0.91,0.699,-0.112,-0.523,-5.811,5.928,A,
27386,1674335,12/31/2019,2019,JELD-WEN HOLDING INC,USD,4289.761,62.971,0.014679373,,15.331,,112.253,,352.215,,A,
27386,1674335,12/31/2020,2020,JELD-WEN HOLDING INC,USD,4235.677,91.586,0.021622517,0.006943145,19.11,3.779,506.718,394.465,326.141,-26.074,A,
33643,1674365,12/31/2019,2019,APTINYX INC,USD,3.669,-57.41,-15.64731534,,-4.305,,-51.934,,-59.113,,A,
33643,1674365,12/31/2020,2020,APTINYX INC,USD,1.564,-50.053,-32.00319693,-16.35588159,-2.55,1.755,42.105,94.039,-50.265,8.848,A,
28113,1674416,12/31/2019,2019,CRISPR THERAPEUTICS AG,USD,289.59,66.858,0.230871232,,-53.444,,489,,51.465,,A,
28113,1674416,12/31/2020,2020,CRISPR THERAPEUTICS AG,USD,0.719,-348.865,-485.2086231,-485.4394943,7.738,61.182,236.656,-252.344,-345.251,-396.716,A,
27373,1674910,09/30/2019,2019,VALVOLINE INC,USD,2390,208,0.087029289,,10,,63,,442,,A,
27373,1674910,09/30/2020,2020,VALVOLINE INC,USD,2353,317,0.134721632,0.047692343,-84,-94,602,539,477,35,A,
27373,1674910,09/30/2021,2021,VALVOLINE INC,USD,2981,420,0.140892318,0.006170686,-133,-49,-530,-1132,552,75,A,3 years
28012,1674930,12/31/2019,2019,FULGENT GENETICS INC,USD,32.528,-0.411,-0.012635268,,-0.1,,5.229,,2.08,,A,
28012,1674930,12/31/2020,2020,FULGENT GENETICS INC,USD,421.712,214.31,0.508190424,0.520825692,33.734,33.834,75.461,70.232,293.12,291.04,A,
27638,1675149,12/31/2019,2019,ALCOA CORP,USD,10433,-1125,-0.107830921,,-27,,-233,,1607,,A,
27638,1675149,12/31/2020,2020,ALCOA CORP,USD,9286,-170,-0.018307129,0.089523792,-153,-126,727,960,1084,-523,A,
29558,1675634,08/31/2019,2019,SHIFTPIXY INC,USD,53.436,-18.727,-0.350456621,,-4.415,,-0.089,,-8.834,,A,
29558,1675634,08/31/2020,2020,SHIFTPIXY INC,USD,8.642,-75.347,-8.718699375,-8.368242754,-1.371,3.044,2.742,2.831,-17.763,-8.929,A,
31942,1676047,01/31/2020,2019,NUTRIBAND INC,USD,0.371,-2.722,-7.336927224,,-0.007,,-0.464,,-1.898,,A,
31942,1676047,01/31/2021,2020,NUTRIBAND INC,USD,0.944,-2.933,-3.106991525,4.229935698,0.07,0.077,0.142,0.606,-2.435,-0.537,A,
35136,1676725,12/31/2019,2019,IDEAYA BIOSCIENCES INC,USD,0,-41.975,,,-0.284,,13.562,,-43.026,,A,
35136,1676725,12/31/2020,2020,IDEAYA BIOSCIENCES INC,USD,19.538,-34.495,-1.765533832,,86.283,86.567,37.97,24.408,-33.963,9.063,A,
28719,1677703,12/31/2019,2019,CONDUENT INC,USD,4467,-1934,-0.432952765,,-258,,-260,,486,,A,
28719,1677703,12/31/2020,2020,CONDUENT INC,USD,4163,-118,-0.028344944,0.404607821,-218,40,-47,213,485,-1,A,
23093,1678463,12/31/2019,2019,FORTERRA INC,USD,1529.752,-7.331,-0.00479228,,9.082,,-0.993,,178.811,,A,
23093,1678463,12/31/2020,2020,FORTERRA INC,USD,1594.506,64.486,0.04044262,0.0452349,22.281,13.199,-9.122,-8.129,249.699,70.888,A,
32322,1679063,12/31/2019,2019,CHICKEN SOUP FOR SOUL ENTNT,USD,55.364,-31.672,-0.572068492,,29.09,,-0.754,,-12.838,,A,
32322,1679063,12/31/2020,2020,CHICKEN SOUP FOR SOUL ENTNT,USD,66.357,-40.41,-0.608978706,-0.036910214,2.817,-26.273,8.285,9.039,-23.992,-11.154,A,
28421,1679082,03/31/2020,2019,MYOVANT SCIENCES LTD,USD,0,-288.989,,,42.745,,-79.181,,-257.522,,A,
28421,1679082,03/31/2021,2020,MYOVANT SCIENCES LTD,USD,59.317,-255.134,-4.301195273,,590.792,548.047,599.462,678.643,-232.605,24.917,A,
28790,1679273,05/31/2020,2019,LAMB WESTON HOLDINGS INC,USD,3794,365.9,0.09644175,,0.7,,1351.8,,792.7,,A,
28790,1679273,05/31/2021,2020,LAMB WESTON HOLDINGS INC,USD,3672.5,317.8,0.086535058,-0.009906692,-8.2,-8.9,-580.5,-1932.3,677.5,-115.2,A,
35280,1679363,12/31/2019,2019,MORPHIC HOLDING INC,USD,16.977,-43.328,-2.552158803,,-4.273,,-84.342,,-46.167,,A,
35280,1679363,12/31/2020,2020,MORPHIC HOLDING INC,USD,44.945,-44.999,-1.001201468,1.550957335,-12.223,-7.95,0.488,84.83,-46.054,0.113,A,
35617,1679826,12/31/2019,2019,PING IDENTITY HOLDING CORP,USD,242.898,-1.504,-0.006191899,,2.157,,-15.757,,43.655,,A,
35617,1679826,12/31/2020,2020,PING IDENTITY HOLDING CORP,USD,243.589,-11.891,-0.048815833,-0.042623934,-9.912,-12.069,78.113,93.87,12.802,-30.853,A,
32347,1680048,12/31/2019,2019,MUSTANG BIO INC,USD,0,-46.389,,,0.151,,45.444,,-44.627,,A,
32347,1680048,12/31/2020,2020,MUSTANG BIO INC,USD,0,-60.015,,,-0.062,-0.213,36.391,-9.053,-55.129,-10.502,A,
32638,1680062,12/31/2019,2019,ACM RESEARCH INC,USD,107.524,18.894,0.175718909,,-0.046,,90.735,,18.504,,A,
32638,1680062,12/31/2020,2020,ACM RESEARCH INC,USD,156.624,18.78,0.119904995,-0.055813914,36.29,36.336,-46.093,-136.828,22.416,3.912,A,
28365,1680378,12/31/2019,2019,SENESTECH INC,USD,0.143,-10.018,-70.05594406,,0.053,,-2.984,,-9.874,,A,
28365,1680378,12/31/2020,2020,SENESTECH INC,USD,0.282,-7.937,-28.14539007,41.91055399,0.082,0.029,1.707,4.691,-7.645,2.229,A,
35376,1680581,12/31/2019,2019,FULCRUM THERAPEUTICS INC,USD,0,-82.677,,,11.326,,23.916,,-56.573,,A,
35376,1680581,12/31/2020,2020,FULCRUM THERAPEUTICS INC,USD,8.823,-70.819,-8.026634931,,10.034,-1.292,-39.661,-63.577,-69.232,-12.659,A,
33657,1681087,12/31/2019,2019,AVROBIO INC,USD,0,-72.965,,,-2.181,,60.741,,-74.959,,A,
33657,1681087,12/31/2020,2020,AVROBIO INC,USD,0,-119.712,,,4.237,6.418,72.639,11.898,-119.021,-44.062,A,
30923,1681459,12/31/2019,2019,TECHNIPFMC PLC,USD,13409.1,-2415.2,-0.180116488,,-85.2,,-349.8,,1577,,A,
30923,1681459,12/31/2020,2020,TECHNIPFMC PLC,USD,12937.4,-3287.6,-0.254115974,-0.073999486,4.8,90,-382.4,-32.6,989.2,-587.8,A,
29004,1681622,09/30/2019,2019,VAREX IMAGING CORP,USD,780.6,15.5,0.019856521,,1,,-22.1,,105.4,,A,
29004,1681622,09/30/2020,2020,VAREX IMAGING CORP,USD,738.3,-57.9,-0.078423405,-0.098279926,11.1,10.1,70.8,92.9,24.6,-80.8,A,
29004,1681622,09/30/2021,2021,VAREX IMAGING CORP,USD,818.1,17.4,0.021268794,0.099692199,,,,,114.2,89.6,A,3 years
29418,1681682,12/31/2019,2019,ENDRA LIFE SCIENCES INC,USD,0,-13.306,,,-0.108,,-0.297,,-10.763,,A,
29418,1681682,12/31/2020,2020,ENDRA LIFE SCIENCES INC,USD,0,-11.726,,,-0.21,-0.102,1.053,1.35,-11.403,-0.64,A,
33725,1682149,12/31/2019,2019,SUMMIT WIRELESS TECH INC,USD,1.666,-12.038,-7.225690276,,-0.516,,-2.92,,-11.07,,A,
33725,1682149,12/31/2020,2020,SUMMIT WIRELESS TECH INC,USD,2.404,-12.705,-5.284941764,1.940748512,0.089,0.605,7.117,10.037,-11.193,-0.123,A,
28368,1682325,12/31/2019,2019,GTY TECHNOLOGY HOLDINGS,USD,36.443,-97.37,-2.671843701,,6.849,,9.574,,-28.772,,A,
28368,1682325,12/31/2020,2020,GTY TECHNOLOGY HOLDINGS,USD,48.128,-44.015,-0.914540392,1.757303309,3.511,-3.338,14.426,4.852,-19.528,9.244,A,
32861,1682639,12/31/2019,2019,EYENOVIA INC,USD,0,-21.157,,,-0.289,,-5.576,,-21.294,,A,
32861,1682639,12/31/2020,2020,EYENOVIA INC,USD,2,-19.77,-9.885,,13.774,14.063,14.219,19.795,-19.694,1.6,A,
34410,1682852,12/31/2019,2019,MODERNA INC,USD,60.209,-514.021,-8.53727848,,-33.554,,-422.792,,-514.699,,A,
34410,1682852,12/31/2020,2020,MODERNA INC,USD,803.395,-747.064,-0.929883806,7.607394674,3608.505,3642.059,2388.236,2811.028,-731.893,-217.194,A,
29155,1683606,12/31/2019,2019,CARS.COM INC,USD,606.682,-445.324,-0.734031997,,16.044,,-11.914,,139.748,,A,
29155,1683606,12/31/2020,2020,CARS.COM INC,USD,547.503,-817.12,-1.492448443,-0.758416446,-19.658,-35.702,54.17,66.084,141.958,2.21,A,
33911,1683695,12/31/2019,2019,INTERNATIONAL MONEY EXPR INC,USD,275.333,19.609,0.071219215,,8.146,,13.088,,8.599,,A,
33911,1683695,12/31/2020,2020,INTERNATIONAL MONEY EXPR INC,USD,310.446,33.784,0.108824079,0.037604864,-36.062,-44.208,-11.21,-24.298,17.244,8.645,A,
27247,1684144,12/31/2019,2019,ZOMEDICA CORP,USD,0,-19.784,,,0.333,,-1.43,,-19.506,,A,
27247,1684144,12/31/2020,2020,ZOMEDICA CORP,USD,0,-16.912,,,-0.797,-1.13,61.481,62.911,-16.274,3.232,A,
31348,1686850,12/31/2019,2019,MOTUS GI HOLDINGS INC,USD,0.107,-23.086,-215.7570093,,-0.082,,2.478,,-23.178,,A,
31348,1686850,12/31/2020,2020,MOTUS GI HOLDINGS INC,USD,0.098,-19.257,-196.5,19.25700935,-0.568,-0.486,0.291,-2.187,-18.046,5.132,A,
30435,1687932,01/31/2020,2019,J JILL INC,USD,691.345,-128.567,-0.185966486,,5.058,,-44.677,,60.604,,A,
30435,1687932,01/31/2021,2020,J JILL INC,USD,426.73,-139.404,-0.326679633,-0.140713148,-18.934,-23.992,-17.12,27.557,-39.387,-99.991,A,
3336,1688568,03/31/2020,2019,DXC TECHNOLOGY CO,USD,19577,-5369,-0.274250396,,-1258,,780,,2944,,A,
3336,1688568,03/31/2021,2020,DXC TECHNOLOGY CO,USD,17729,-149,-0.008404309,0.265846087,-587,671,-648,-1428,2125,-819,A,
33779,1688757,12/31/2019,2019,ESTABLISHMNT LBS HLDNG,USD,89.565,-38.15,-0.425947636,,-2.192,,-14.984,,-27.653,,A,
33779,1688757,12/31/2020,2020,ESTABLISHMNT LBS HLDNG,USD,84.676,-38.121,-0.450198403,-0.024250768,1.525,3.717,46.868,61.852,-24.568,3.085,A,
31094,1689813,12/31/2019,2019,BIOHAVEN PHRMCUTCL HLD,USD,0,-528.805,,,-5.671,,53.478,,-373.493,,A,
31094,1689813,12/31/2020,2020,BIOHAVEN PHRMCUTCL HLD,USD,63.627,-766.796,-12.05142471,,51.271,56.942,-183.496,-236.974,-639.509,-266.016,A,
