adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001578735-19-000038	1578735	NATIONAL GENERAL HOLDINGS CORP.	6331	US	NY	NEW YORK	10038	59 MAIDEN LANE, 38TH FLOOR		212-380-9500	US	NY	NEW YORK	10038	59 MAIDEN LANE, 38TH FLOOR		US	DE	271046208			1-LAF	0	1231	8-K	20190831			20190903	2019-09-03 09:22:00.0	0	0	form8-k9x3x19_htm.xml	1	
0001609253-19-000143	1609253	CALIFORNIA RESOURCES CORP	1311	US	CA	SANTA CLARITA	91355	27200 TOURNEY ROAD	SUITE 200	8888484754	US	CA	SANTA CLARITA	91355	27200 TOURNEY ROAD	SUITE 200	US	DE	465670947			1-LAF	0	1231	8-K	20190831			20190903	2019-09-03 16:48:00.0	0	0	a20190828form8-k_htm.xml	1	
0001613665-19-000032	1613665	GREAT WESTERN BANCORP, INC.	6022	US	SD	SIOUX FALLS	57104	225 S. MAIN AVENUE		605-334-2548	US	SD	SIOUX FALLS	57104	225 S. MAIN AVENUE		US	DE	471308512			1-LAF	0	0930	8-K	20190831			20190903	2019-09-03 17:25:00.0	0	0	gwb-20190903_htm.xml	1	
0001654954-19-010284	914139	PARKERVISION INC	3663	US	FL	JACKSONVILLE	32256	9446 PHILIPS HIGHWAY	SUITE 5A	9047326100	US	FL	JACKSONVILLE	32256	9446 PHILIPS HIGHWAY	SUITE 5A	US	FL	592971472			4-NON	0	1231	POS AM	20190630			20190903	2019-09-03 16:42:00.0	0	1	prkr-20190630.xml	1	
0001656423-19-000026	1037540	BOSTON PROPERTIES INC	6798	US	MA	BOSTON	02199	800 BOYLSTON STREET	SUITE 1900	6172363300	US	MA	BOSTON	02199	800 BOYLSTON STREET	SUITE 1900	US	DE	042473675			1-LAF	0	1231	8-K	20190831			20190903	2019-09-03 17:13:00.0	0	0	bplp-debtofferinghtm_htm.xml	2	1043121
0001694426-19-000120	1694426	DELEK US HOLDINGS, INC.	2911	US	TN	BRENTWOOD	37027	7102 COMMERCE WAY		615-721-3715	US	TN	BRENTWOOD	37027	7102 COMMERCE WAY		US	DE	352581557	DELEK HOLDCO, INC.	20170111	1-LAF	0	1231	8-K	20190831			20190903	2019-09-03 07:01:00.0	0	0	dkform8-kinvestorprese_htm.xml	1	
0001701605-19-000079	1701605	BAKER HUGHES A GE CO	3533	US	TX	HOUSTON	77073	17021 ALDINE WESTFIELD ROAD		713-439-8600	US	TX	HOUSTON	77073	17021 ALDINE WESTFIELD ROAD		US	DE	814403168	BEAR NEWCO, INC.	20170321	1-LAF	0	1231	8-K	20190831			20190903	2019-09-03 11:03:00.0	0	0	form8-kbarclaysconfere_htm.xml	2	808362
0001748790-19-000003	1748790	AMCOR PLC	3990	GB		WARMLEY, BRISTOL	BS30 8XP	83 TOWER ROAD NORTH		44 117 9753200	GB		WARMLEY, BRISTOL	BS30 8XP	83 TOWER ROAD NORTH		JE		000000000	ARCTIC JERSEY LTD	20180801	4-NON	0	0630	10-K	20190630	2019	FY	20190903	2019-09-03 07:55:00.0	0	1	amcr-20190630.xml	1	
0000009389-19-000034	9389	BALL CORP	3411	US	CO	BROOMFIELD	80021-2510	10 LONGS PEAK DRIVE		3034695511	US	CO	BROOMFIELD	80038-5000	PO BOX 5000		US	IN	350160610	BALL CORP	19920703	1-LAF	0	1231	8-K	20190831			20190904	2019-09-03 17:58:00.0	0	0	bll-20190830x8k_htm.xml	1	
0000040211-19-000068	40211	GATX CORP	4700	US	IL	CHICAGO	60606-7147	233 SOUTH WACKER DRIVE		3126216200	US	IL	CHICAGO	60606-7147	233 SOUTH WACKER DRIVE		US	NY	361124040	GENERAL AMERICAN TRANSPORTATION CORP	19750722	1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 12:43:00.0	0	0	gatx-20190904newdirect_htm.xml	1	
0000048039-19-000053	48039	HOLLYFRONTIER CORP	2911	US	TX	DALLAS	75201	2828 N. HARWOOD	SUITE 1300	2148713555	US	TX	DALLAS	75201	2828 N. HARWOOD	SUITE 1300	US	DE	751056913	HOLLY CORP	19920703	1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 07:06:00.0	1	0	hfc8-kirpresentation9x_htm.xml	1	
0000054381-19-000052	54381	KAMAN CORP	5080	US	CT	BLOOMFIELD	06002	1332 BLUE HILLS AVE	PO BOX 1	8602436321	US	CT	BLOOMFIELD	06002	1332 BLUE HILLS AVE	PO BOX 1	US	CT	060613548	KAMAN CORP	19920703	1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 16:18:00.0	1	0	investorpresentation9-_htm.xml	1	
0000068709-19-000035	68709	MTS SYSTEMS CORP	3829	US	MN	EDEN PRAIRIE	55344-2290	14000 TECHNOLOGY DR		6129374000	US	MN	EDEN PRAIRIE	55344	14000 TECHNOLOGY DR		US	MN	410908057	RESEARCH INC	19670216	1-LAF	0	0930	8-K	20190831			20190904	2019-09-04 10:07:00.0	0	0	mts8k942019_htm.xml	1	
0000070858-19-000045	70858	BANK OF AMERICA CORP /DE/	6021	US	NC	CHARLOTTE	28255	BANK OF AMERICA CORPORATE CENTER	100 N TRYON ST	7043868486	US	NC	CHARLOTTE	28255	BANK OF AMERICA CORPORATE CENTER	100 N TRYON ST	US	DE	560906609	BANKAMERICA CORP/DE/	19981022	1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 16:47:00.0	0	0	a8-kx942019bams_htm.xml	1	
0000072333-19-000201	72333	NORDSTROM INC	5651	US	WA	SEATTLE	98101-4407	1617 SIXTH AVENUE		2066282111	US	WA	SEATTLE	98101	1617 SIXTH AVENUE		US	WA	910515058	NORDSTROM BEST INC	19730611	1-LAF	0	0131	10-Q	20190731	2019	Q2	20190904	2019-09-04 16:56:00.0	0	1	jwn-q22019x10q_htm.xml	1	
0000073088-19-000108	73088	NORTHWESTERN CORP	4931	US	SD	SIOUX FALLS	57108	3010 W 69TH STREET		6059782908	US	SD	SIOUX FALLS	57108	3010 W 69TH STREET		US	DE	460172280	NORTHWESTERN PUBLIC SERVICE CO	19920703	1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 10:26:00.0	0	0	form8kbarclayspowercon_htm.xml	1	
0000079879-19-000039	79879	PPG INDUSTRIES INC	2851	US	PA	PITTSBURGH	15272	ONE PPG PL 40 EAST		4124343131	US	PA	PITTSBURGH	15272	ONE PPG PL 40 EAST		US	PA	250730780	PITTSBURGH PLATE GLASS CO	19681219	1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 16:42:00.0	0	0	form8-kaugust2019credi_htm.xml	1	
0000100885-19-000214	100885	UNION PACIFIC CORP	4011	US	NE	OMAHA	68179	1400 DOUGLAS STREET	STOP 0310	402 544 6763	US	NE	OMAHA	68179	1400 DOUGLAS STREET	STOP 0310	US	UT	132626465			1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 08:30:00.0	0	0	unp-20190904x8k_htm.xml	1	
0000105770-19-000035	105770	WEST PHARMACEUTICAL SERVICES INC	3060	US	PA	EXTON	19341	530 HERMAN O. WEST DRIVE		6105942900	US	PA	EXTON	19341	530 HERMAN O. WEST DRIVE		US	PA	231210010	WEST CO INC	19990405	1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 11:47:00.0	0	0	form8kinvestorconfssep_htm.xml	1	
0000702325-19-000056	702325	FIRST MIDWEST BANCORP INC	6021	US	IL	CHICAGO	60631	8750 WEST BRYN MAWR AVENUE	SUITE 1300	6308757450	US	IL	CHICAGO	60631	8750 WEST BRYN MAWR AVENUE	SUITE 1300	US	DE	363161078			1-LAF	0	1231	8-K	20190831			20190904	2019-09-03 18:53:00.0	0	0	fmbi09042019ir8-k_htm.xml	1	
0000715072-19-000163	715072	RENASANT CORP	6022	US	MS	TUPELO	38804-4827	209 TROY STREET		(662) 680-1001	US	MS	TUPELO	38802-0709	P.O. BOX 709		US	MS	640676974	PEOPLES HOLDING CO	19920703	1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 11:01:00.0	1	0	a8-kq32019investorpres_htm.xml	1	
0000766421-19-000046	766421	ALASKA AIR GROUP, INC.	4512	US	WA	SEATTLE	98188	19300 INTERNATIONAL BOULEVARD		206-392-5040	US	WA	SEATTLE	98188	19300 INTERNATIONAL BOULEVARD		US	DE	911292054	ALASKA AIR GROUP INC	19920703	1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 10:57:00.0	1	0	a8-k90419investorupdate_htm.xml	1	
0000768835-19-000069	768835	BIG LOTS INC	5331	US	OH	COLUMBUS	43081-7651	4900 E DUBLIN GRANVILLE RD		614-278-6800	US	OH	COLUMBUS	43081-7651	4900 E DUBLIN GRANVILLE RD		US	OH	061119097			1-LAF	0	0131	8-K	20190831			20190904	2019-09-04 16:08:00.0	0	0	big-8xkxearningsreleas_htm.xml	1	
0000769397-19-000040	769397	AUTODESK INC	7372	US	CA	SAN RAFAEL	94903	111 MCINNIS PKWY		4155075000	US	CA	SAN RAFAEL	94903	111 MCINNIS PKWY		US	DE	942819853			1-LAF	0	0131	10-Q	20190731	2020	Q2	20190904	2019-09-04 16:05:00.0	0	1	adsk-7312019x10q_htm.xml	1	
0000783280-19-000044	783280	DUKE REALTY CORP	6798	US	IN	INDIANAPOLIS	46240	600 EAST 96TH STREET	STE 100	3178086000	US	IN	INDIANAPOLIS	46240	600 EAST 96TH STREET	STE 100	US	IN	351740409	DUKE WEEKS REALTY CORP	19990716	1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 12:39:00.0	1	0	dreanddrlpfrom8-koffic_htm.xml	2	1003410
0000808450-19-000198	808450	NAVISTAR INTERNATIONAL CORP	3711	US	IL	LISLE	60532	2701 NAVISTAR DRIVE		331-332-5000	US	IL	LISLE	60532	2701 NAVISTAR DRIVE		US	DE	363359573	NAVISTAR INTERNATIONAL CORP /DE/NEW	19920703	1-LAF	0	1031	10-Q	20190731	2019	Q3	20190904	2019-09-03 20:50:00.0	0	1	nav10q2019q3_htm.xml	1	
0000808450-19-000204	808450	NAVISTAR INTERNATIONAL CORP	3711	US	IL	LISLE	60532	2701 NAVISTAR DRIVE		331-332-5000	US	IL	LISLE	60532	2701 NAVISTAR DRIVE		US	DE	363359573	NAVISTAR INTERNATIONAL CORP /DE/NEW	19920703	1-LAF	0	1031	8-K	20190831			20190904	2019-09-04 06:10:00.0	0	0	a8-kearningsrelease_htm.xml	1	
0000866273-19-000094	866273	MATRIX SERVICE CO	1700	US	OK	TULSA	74135	5100 EAST SKELLY DRIVE	SUITE 500	9188388822	US	OK	TULSA	74135	5100 EAST SKELLY DRIVE	SUITE 500	US	DE	731352174			2-ACC	0	0630	10-K	20190630	2019	FY	20190904	2019-09-04 17:14:00.0	0	1	mtrx-20190630.xml	1	
0000885550-19-000065	885550	CREDIT ACCEPTANCE CORP	6141	US	MI	SOUTHFIELD	48034-8334	25505 WEST TWELVE MILE ROAD		2483532700	US	MI	SOUTHFIELD	48034-8334	25505 WEST TWELVE MILE ROAD		US	MI	381999511	CREDIT ACCEPTANCE CORPORATION	19930328	1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 16:12:00.0	0	0	cacc8k20190928_htm.xml	1	
0000891024-19-000011	891024	PATTERSON COMPANIES, INC.	5047	US	MN	ST PAUL	55120-1401	1031 MENDOTA HEIGHTS RD		6516861600	US	MN	ST PAUL	55120-1401	1031 MENDOTA HEIGHTS RD		US	MN	410886515	PATTERSON DENTAL CO	19950111	1-LAF	0	0430	10-Q	20190731	2020	Q1	20190904	2019-09-04 15:22:00.0	0	1	pdco0727201910-q_htm.xml	1	
0000909108-19-000068	909108	DIAMOND HILL INVESTMENT GROUP INC	6282	US	OH	COLUMBUS	43215	325 JOHN H MCCONNELL BLVD	SUITE 200	6142553333	US	OH	COLUMBUS	43215	325 JOHN H MCCONNELL BLVD	SUITE 200	US	OH	650190407	BANC STOCK GROUP INC	19971016	2-ACC	0	1231	8-K	20190831			20190904	2019-09-04 16:02:00.0	0	0	dhil-2019831x8xkaum_htm.xml	1	
0000919574-19-005683	1296484	TOP SHIPS INC.	4412	GR		151 24, MAROUSSI	00000	1, VASSILISSIS SOFIAS STR. & MEG.	ALEXANDROU STR.	011-30-210-81-28-107	GR		151 24, MAROUSSI	00000	1, VASSILISSIS SOFIAS STR. & MEG.	ALEXANDROU STR.			000000000	TOP TANKERS INC.	20040706	4-NON	0	1231	6-K	20190630	2019	Q2	20190904	2019-09-03 20:47:00.0	0	1	tops-20190630.xml	1	
0000930413-19-002435	744187	REX AMERICAN RESOURCES CORP	2860	US	OH	DAYTON	45459	7720 PARAGON ROAD		9372763931	US	OH	DAYTON	45459	7720 PARAGON ROAD		US	DE	311095548	REX STORES CORP	19930915	2-ACC	0	0131	10-Q	20190731	2019	Q2	20190904	2019-09-04 13:23:00.0	0	1	rex-20190731.xml	1	
0001002638-19-000017	1002638	OPEN TEXT CORP	7373	CA	ON	ONTARIO CANADA	N2L 0A1	275 FRANK TOMPA DRIVE	WATERLOO	519-888-7111	CA	ON	ONTARIO CANADA	N2L 0A1	275 FRANK TOMPA DRIVE	WATERLOO	CA	ON	980154400			1-LAF	0	0630	8-K	20190831			20190904	2019-09-04 17:12:00.0	0	0	a8-kxagmsep2019_htm.xml	1	
0001058057-19-000024	1058057	MARVELL TECHNOLOGY GROUP LTD	3674	BM		HAMILTON HM 12	NA	CANON'S COURT	22 VICTORIA STREET	4412966395	BM		HAMILTON HM 12	NA	CANON'S COURT		BM		770481679			1-LAF	0	0131	10-Q	20190731	2020	Q2	20190904	2019-09-04 16:10:00.0	0	1	q22010q08032019_htm.xml	1	
0001079974-19-000443	1413488	MCTC HOLDINGS, INC.	2836	US	CA	LOS ANGELES	90071	520 S. GRAND AVENUE	SUITE 320	(310) 986-4929	US	CA	LOS ANGELES	90071	520 S. GRAND AVENUE	SUITE 320	US	DE	831754057	MICROCHANNEL TECHNOLOGIES CORP	20070925	4-NON	0	0831	S-1/A	20190531	2019		20190904	2019-09-03 19:00:00.0	0	1	mctc-20190531.xml	1	
0001084048-19-000023	1084048	J2 GLOBAL, INC.	4822	US	CA	LOS ANGELES	90028	6922 HOLLYWOOD BLVD	LEGAL DEPT - 5TH FLOOR	3238609200	US	CA	LOS ANGELES	90028	6922 HOLLYWOOD BLVD	LEGAL DEPT - 5TH FLOOR			471053457	J2 GLOBAL COMMUNICATIONS INC	20001221	1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 14:29:00.0	1	0	form8kdatedseptember42_htm.xml	1	
0001094739-19-000078	1094739	FINISAR CORP	3674	US	CA	SUNNYVALE	94089	1389 MOFFETT PARK DR		4085481000	US	CA	SUNNYVALE	94089	1389 MOFFETT PARK DR		US	DE	943038428			1-LAF	0	0430	10-Q	20190731	2020	Q1	20190904	2019-09-04 16:14:00.0	0	1	fnsr10qq1fy20_htm.xml	1	
0001140361-19-016043	1171662	TRIPLE-S MANAGEMENT CORP	6321	PR		SAN JUAN	00920	1441 F.D. ROOSEVELT AVE.		7877494949	PR		SAN JUAN	00920	1441 F.D. ROOSEVELT AVE.		PR		660555678			1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 08:31:00.0	0	0	form8k_htm.xml	1	
0001144204-19-043293	1568162	AMERICAN FINANCE TRUST, INC	6798	US	NY	NEW YORK	10022	405 PARK AVENUE		212-415-6500	US	NY	NEW YORK	10022	405 PARK AVENUE		US	MD	900929989	AMERICAN REALTY CAPITAL TRUST V, INC.	20130129	4-NON	0	1231	8-K	20190831			20190904	2019-09-04 09:01:00.0	0	0	tv528846_8k_htm.xml	1	
0001157523-19-001943	1593936	MICHAELS COMPANIES, INC.	5945	US	TX	IRVING	75063	8000 BENT BRANCH DRIVE		9724091300	US	TX	IRVING	75063	8000 BENT BRANCH DRIVE		US	DE	371737959			1-LAF	0	0131	8-K	20190831			20190904	2019-09-04 07:05:00.0	1	0	a52087720_htm.xml	1	
0001158463-19-000068	1158463	JETBLUE AIRWAYS CORP	4512	US	NY	LONG ISLAND CITY	11101	27-01 QUEENS PLAZA NORTH		7182867900	US	NY	LONG ISLAND CITY	11101	27-01 QUEENS PLAZA NORTH		US	DE	870617894			1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 06:01:00.0	1	0	form8-kxsep2019guidanc_htm.xml	1	
0001161728-19-000042	1161728	MGE ENERGY INC	4900	US	WI	MADISON	53701-1231	133 SOUTH BLAIR STREET	P.O. BOX 1231	(608) 252-7000	US	WI	MADISON	53701-1231	133 SOUTH BLAIR STREET	P.O. BOX 1231	US	WI	392040501			1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 14:47:00.0	1	0	mgee-20190829_htm.xml	2	61339
0001166388-19-000124	1166388	VERINT SYSTEMS INC	7373	US	NY	MELVILLE	11747	175 BROADHOLLOW ROAD		6319629600	US	NY	MELVILLE	11747	175 BROADHOLLOW ROAD		US	DE	113200514			1-LAF	0	0131	8-K	20190831			20190904	2019-09-04 16:14:00.0	1	0	july3120198-kearningsp_htm.xml	1	
0001166388-19-000126	1166388	VERINT SYSTEMS INC	7373	US	NY	MELVILLE	11747	175 BROADHOLLOW ROAD		6319629600	US	NY	MELVILLE	11747	175 BROADHOLLOW ROAD		US	DE	113200514			1-LAF	0	0131	10-Q	20190731	2020	Q2	20190904	2019-09-04 17:27:00.0	0	1	vrnt-2019731xform10xq_htm.xml	1	
0001171843-19-005784	712771	CONNECTONE BANCORP, INC.	6022	US	NJ	ENGLEWOOD CLIFFS	07632	301 SYLVAN AVENUE		2018168900	US	NJ	ENGLEWOOD CLIFFS	07632	301 SYLVAN AVENUE		US	NJ	521273725	CENTER BANCORP INC	19920703	1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 07:01:00.0	0	0	f8k_090419_htm.xml	1	
0001171843-19-005798	1094739	FINISAR CORP	3674	US	CA	SUNNYVALE	94089	1389 MOFFETT PARK DR		4085481000	US	CA	SUNNYVALE	94089	1389 MOFFETT PARK DR		US	DE	943038428			1-LAF	0	0430	8-K	20190831			20190904	2019-09-04 16:02:00.0	0	0	f8k_090419_htm.xml	1	
0001171843-19-005803	799850	AMERICAS CARMART INC	5500	US	AR	BENTONVILLE	72712	802 SOUTHEAST PLAZA AVE.	SUITE 200	(479) 464-9944	US	AR	BENTONVILLE	72712	802 SOUTHEAST PLAZA AVE.	SUITE 200	US	TX	630851141	CROWN GROUP INC /TX/	19971022	2-ACC	0	0430	10-Q	20190731	2020	Q1	20190904	2019-09-04 16:55:00.0	0	1	crmt-20190731.xml	1	
0001180145-19-000031	1180145	CARDIOVASCULAR SYSTEMS INC	3841	US	MN	ST. PAUL	55112	1225 OLD HWY 8 NW		651-259-1600	US	MN	ST. PAUL	55112	1225 OLD HWY 8 NW		US	DE	411698056	REPLIDYNE INC	20020813	1-LAF	0	0630	8-K	20190831			20190904	2019-09-04 16:06:00.0	0	0	a8k083019_htm.xml	1	
0001193125-19-236738	1393818	BLACKSTONE GROUP INC	6282	US	NY	NEW YORK	10154	345 PARK AVENUE		(212) 583-5000	US	NY	NEW YORK	10154	345 PARK AVENUE		US	DE	000000000	BLACKSTONE GROUP L.P.	20070320	1-LAF	0	1231	8-K	20190831			20190904	2019-09-03 18:52:00.0	0	0	d777384d8k_htm.xml	1	
0001193125-19-236742	917273	RAMBUS INC	3674	US	CA	SUNNYVALE	94089	1050 ENTERPRISE WAY, SUITE 700		408-462-8000	US	CA	SUNNYVALE	94089	1050 ENTERPRISE WAY, SUITE 700		US	DE	943112828			1-LAF	0	1231	8-K	20190831			20190904	2019-09-03 18:56:00.0	0	0	d787137d8k_htm.xml	1	
0001193125-19-236761	900075	COPART INC	5500	US	TX	DALLAS	75254	14185 DALLAS PARKWAY	SUITE 300	972-391-5000	US	TX	DALLAS	75254	14185 DALLAS PARKWAY	SUITE 300	US	DE	942867490			1-LAF	0	0731	8-K	20190831			20190904	2019-09-03 19:28:00.0	0	0	d799216d8k_htm.xml	1	
0001193125-19-236786	1524741	U.S. SILICA HOLDINGS, INC.	1400	US	TX	KATY	77494	24275 KATY FREEWAY	SUITE 600	(281) 258-2170	US	TX	KATY	77494	24275 KATY FREEWAY	SUITE 600	US	TX	263718801	GGC USS HOLDINGS, INC.	20110630	1-LAF	0	1231	8-K	20190831			20190904	2019-09-03 19:40:00.0	1	0	d740844d8k_htm.xml	1	
0001193125-19-236794	1703056	ADT INC.	7381	US	FL	BOCA RATON	33431	1501 YAMATO ROAD		212-515-3200	US	FL	BOCA RATON	33431	1501 YAMATO ROAD		US	DE	474116383	ADT, INC.	20170928	4-NON	0	1231	8-K	20190831			20190904	2019-09-03 19:44:00.0	1	0	d798349d8k_htm.xml	1	
0001193125-19-236875	812128	SANDERSON FARMS INC	2015	US	MS	LAUREL	39441	225 N 13TH AVE	PO BOX 988	6016494030	US	MS	LAUREL	39441	225 N 13TH AVENUE	PO BOX 988	US	MS	640615843			1-LAF	0	1031	8-K	20190831			20190904	2019-09-04 06:02:00.0	1	0	d800927d8k_htm.xml	1	
0001193125-19-236897	1128928	FLOWERS FOODS INC	2000	US	GA	THOMASVILLE	31757	1919 FLOWERS CIRCLE		9122269110	US	GA	THOMASVILLE	31757	1919 FLOWERS CIRCLE		US	GA	582582379			1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 06:02:00.0	1	0	d798411d8k_htm.xml	1	
0001193125-19-236986	1145197	INSULET CORP	3841	US	MA	ACTON	01720	100 NAGOG PARK		978-600-7000	US	MA	ACTON	01720	100 NAGOG PARK		US	DE	043523891			1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 06:09:00.0	0	0	d770194d8k_htm.xml	1	
0001193125-19-237019	1617406	PARK HOTELS & RESORTS INC.	7011	US	VA	TYSONS	22102	1775 TYSONS BLVD	7TH FLOOR	(571) 302-5757	US	VA	TYSONS	22102	1775 TYSONS BLVD	7TH FLOOR	US	DE	362058176	HILTON WORLDWIDE, INC.	20140820	1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 06:32:00.0	0	0	d757725d8k_htm.xml	1	
0001193125-19-237024	1703056	ADT INC.	7381	US	FL	BOCA RATON	33431	1501 YAMATO ROAD		212-515-3200	US	FL	BOCA RATON	33431	1501 YAMATO ROAD		US	DE	474116383	ADT, INC.	20170928	4-NON	0	1231	8-K	20190831			20190904	2019-09-04 06:36:00.0	1	0	d781043d8k_htm.xml	1	
0001193125-19-237037	26780	DANA INC	3714	US	OH	MAUMEE	43537	3939 TECHNOLOGY DRIVE		419-887-3000	US	OH	MAUMEE	43537	PO BOX 1000		US	DE	261531856	DANA HOLDING CORP	20080129	1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 07:01:00.0	0	0	d777409d8k_htm.xml	1	
0001193125-19-237120	1002517	NUANCE COMMUNICATIONS, INC.	7372	US	MA	BURLINGTON	01803	1 WAYSIDE ROAD		781-565-5000	US	MA	BURLINGTON	01803	1 WAYSIDE ROAD		US	DE	943156479	SCANSOFT INC	19990312	1-LAF	0	0930	8-K	20190831			20190904	2019-09-04 08:16:00.0	0	0	d796432d8k_htm.xml	1	
0001193125-19-237130	1552000	MPLX LP	4610	US	OH	FINDLAY	45840	200 E. HARDIN STREET		(419) 421-2159	US	OH	FINDLAY	45840	200 E. HARDIN STREET				270005456			1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 08:21:00.0	0	0	d805773d8k_htm.xml	1	
0001193125-19-237203	851968	MOHAWK INDUSTRIES INC	2273	US	GA	CALHOUN	30701	160 S INDUSTRIAL BLVD	PO BOX 12069	706-624-2032	US	GA	CALHOUN	30703	P O BOX 12069		US	DE	521604305			1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 09:14:00.0	0	0	d798341d8k_htm.xml	1	
0001193125-19-237238	5513	UNUM GROUP	6321	US	TN	CHATTANOOGA	37402	1 FOUNTAIN SQUARE		423-294-1011	US	TN	CHATTANOOGA	37402	1 FOUNTAIN SQUARE		US	DE	621598430	UNUMPROVIDENT CORP	19990702	1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 09:38:00.0	0	0	d798379d8k_htm.xml	1	
0001193125-19-237414	87347	SCHLUMBERGER LIMITED/NV	1389	US	TX	HOUSTON	77056	5599 SAN FELIPE	17TH FLOOR	7135132000	US	TX	HOUSTON	77056	5599 SAN FELIPE	17TH FLOOR	AN		520684746	SCHLUMBERGER LTD /NV/	19951031	1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 12:41:00.0	0	0	d796484d8k_htm.xml	1	
0001193125-19-237540	97476	TEXAS INSTRUMENTS INC	3674	US	TX	DALLAS	75266	P.O. BOX 660199		9729953773	US	TX	DALLAS	75266	12500 TI BLVD	PO BOX 660199	US	DE	750289970			1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 14:32:00.0	0	0	d783480d8k_htm.xml	1	
0001193125-19-237640	806968	WPP PLC	7311	GB		LONDON	SE1 9GL	SEA CONTAINERS	18 UPPER GROUND	440 20 7282 4600	GB		LONDON	SE1 9GL	SEA CONTAINERS	18 UPPER GROUND			000000000	WPP GROUP PLC	19960514	1-LAF	0	1231	6-K	20190630	2019	Q2	20190904	2019-09-04 15:24:00.0	0	1	wpp-20190630.xml	1	
0001193125-19-237712	1388658	IRHYTHM TECHNOLOGIES, INC.	3841	US	CA	SAN FRANCISCO	94103	650 TOWNSEND STREET	SUITE 500	415-632-5700	US	CA	San Francisco	94103	650 TOWNSEND STREET	SUITE 500	US	DE	208149544	IRHYTHM TECHNOLOGIES, INC.	20110429	1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 16:13:00.0	1	0	d777144d8k_htm.xml	1	
0001193125-19-237718	1571498	EPIZYME, INC.	2834	US	MA	CAMBRIDGE	02139	400 TECHNOLOGY SQUARE	4TH FLOOR	617-229-5872	US	MA	CAMBRIDGE	02139	400 TECHNOLOGY SQUARE	4TH FLOOR	US	DE	261349956			1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 16:16:00.0	0	0	d790354d8k_htm.xml	1	
0001193125-19-237721	1091748	ARGO GROUP INTERNATIONAL HOLDINGS, LTD.	6361	BM		PEMBROKE	HM 08	110 PITTS BAY ROAD		4412965858	BM		PEMBROKE	HM 08	110 PITTS BAY ROAD				980214719	PXRE GROUP LTD	19990724	1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 16:17:00.0	1	0	d763282d8k_htm.xml	1	
0001193125-19-237729	766704	WELLTOWER INC.	6798	US	OH	TOLEDO	43615	4500 DORR STREET		419-247-2800	US	OH	TOLEDO	43615	4500 DORR STREET		US	DE	341096634	HEALTH CARE REIT INC /DE/	19920703	1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 16:21:00.0	0	0	d783686d8k_htm.xml	1	
0001193125-19-237751	5513	UNUM GROUP	6321	US	TN	CHATTANOOGA	37402	1 FOUNTAIN SQUARE		423-294-1011	US	TN	CHATTANOOGA	37402	1 FOUNTAIN SQUARE		US	DE	621598430	UNUMPROVIDENT CORP	19990702	1-LAF	0	1231	8-K	20190831			20190904	2019-09-04 16:32:00.0	0	0	d794030d8k_htm.xml	1	
0001193125-19-237763	1722992	SPIRIT MTA REIT	6798	US	TX	DALLAS	75201	2727 N. HARWOOD ST.	STE. 300	972-476-1900	US	TX	DALLAS	75201	2727 N. HARWOOD ST.	STE. 300	US	MD	000000000			4-NON	0	1231	8-K	20190831			20190904	2019-09-04 16:38:00.0	0	0	d791167d8k_htm.xml	1	
